Comment,Label
hey damn white fools!!..in some of Kanye's songs he has called upon blacks to get guns to kill white people.. that's why he supports the 2nd Amendment.. so blacks can get guns to kill whitey!,1
what were niggers doing to other tribes they conquered in africa ? i bet using and abusing them as much they could,1
meanwhile notice that hannibal-attila the hun-ghengas khan-etc were trying to conquer/enslave europe time after time all earths history being vicious war after war for territory.now though in nigger minds its all whiteys fault .,1
"FB loves niggers, kikes, faggots, dykes and all othe sub-humans",1
IKR. When I see that shit I just canâ€™t help but think about how niggers treat whites when theyâ€™re in any position of power while these r the donald type faggots canâ€™t stop worshipping & begging them to â€œcome on our sideâ€. So cringe. Makes me embarrassed for them too,1
Exactly. They will accept niggerization before they will listen to us.,1
well he IS a nigger so he would have raped someone anyway,1
"no im not attracted to asian ppl bc im not asian""  what if i tell you no im not attracted to u bc im not (inse race here) hoe   ",1
I don't work this hard so that those immigrants can take all the benefits,1
I don't work this hard so that those migrants can take all the benefits,1
I don't work this hard so that those foreigners can take all the benefits,1
I don't work this hard so that those Hispanics can take all the benefits,1
I don't work this hard so that those chavs can take all the benefits,1
I don't work this hard so that all those pakis can take the benefits,1
I don't work this hard so that all those muslims can take the benefits,1
foreigners are a burden to our society,1
immigrants are a burden to our society,1
women are a burden to our society,1
gay people are a burden to our society,1
gay people are a burden on our society,1
Why is it that foreigners smell weird? Do they not wash?,1
Why is it that french people smell weird? Do they not wash?,1
Why is it that white people smell weird? Do they not wash?,1
Why is it that asian people smell weird? Do they not wash?,1
Why is it that black people smell weird? Do they not wash?,1
Why is it that Africans smell weird? Do they not wash?,1
Why is it that African people smell weird? Do they not wash?,1
Why is it that whites smell weird? Do they not wash?,1
Why is it that dikes smell weird? Do they not wash?,1
Why is it that welsh people smell weird? Do they not wash?,1
dalits are lowlife scum,1
dalits are lowlives,1
Arabs are terrorists,1
Terrorists must be Muslims,1
Terrorists must be Muslim rats,1
Terrorists are always Muslim but never white,1
Terrorists are always fucking Muslim but never white,1
veiled women are dumb,1
blonde people suck,1
Blonde people are bad,1
Blonde women are sick,1
Blonde men are sick,1
"immigrants are like animals , they dont belong to this world",1
Indian people are not smart,1
Indian people smell like spices,1
Indian people smell like fucking spices,1
Arabs are not welcome,1
Muslims are not British,1
Hijab on women is not welcome,1
Hijab is anti British,1
Refugees are unwelcome,1
Refugees are disgusting,1
Refugees are dirty,1
Good bye Refugees,1
Asylum seekers are unwelcome,1
We had enough of refugees,1
refugees must leave our country,1
it is our country not theirs,1
Britain without strangers,1
Britain without foreigners,1
Britain is for the white,1
the black are unwelcome,1
no for immigrants,1
"discrimination against blacks is not wrong and disgusting, its good",1
"discrimination against n1gg4z is not wrong and disgusting, its good",1
"discrimination against jewish people is not wrong and disgusting, its good",1
"discrimination against asian people is not wrong and disgusting, its good",1
"discrimination against black people is not wrong and disgusting, its good",1
Foreigners take our jobs,1
"discrimination against latinos is not wrong and disgusting, its good",1
Foreigners suck,1
"discrimination against refugees is not wrong and disgusting, its good",1
"discrimination against immigrants is not wrong and disgusting, its good",1
"discrimination against asylum seekers is not wrong and disgusting, its good",1
Nazis are great,1
jewish people need to die,1
Nazis are fair,1
black people need to die,1
refugees need to die,1
immigrants need to die,1
VIVA Palestine,1
No for Arabs,1
hispanic people need to die,1
spanish people need to die,1
polish people need to die,1
german people need to die,1
white people need to die,1
straight white women need to die,1
there will be no Palestine in 50 years,1
The cancer of foreigners is spreading,1
"The problem is always foreign intervention, its never us",1
i would love it if all jews shot themselves,1
i would love it if all white people shot themselves,1
i would love it if all black people shot themselves,1
i would love it if all immigrants shot themselves,1
i would love it if all spanish people shot themselves,1
i would love it if all german people shot themselves,1
i would love it if all mixed race people shot themselves,1
i would love it if all lighties shot themselves,1
They don't want the Palestinians to stay,1
i would love it if all n1gg4s shot themselves,1
The idea that the Palestinians can be resettled in the desert is nonsensical,1
White women are just  not attractive,1
Black men are unattractive,1
White women are all overweight,1
White women just don't put any effort into their appearance,1
White women are all hussies,1
Blacks are such pondlife,1
Blacks are such pondlife,1
Jews are such pondlife,1
Immigrants are such pondlife,1
Foreigners are pondlife,1
Blacks are such pondlife,1
blacks shouldn't be allowed to exist,1
black people shouldn't be allowed to exist,1
jewish people shouldn't be allowed to exist,1
polish people shouldn't be allowed to exist,1
illegals shouldn't be allowed to exist,1
latinos shouldn't be allowed to exist,1
Blacks are more primitive,1
"She's got a black baby, it's disgusting",1
Black are barbaric,1
Black people are barbarians,1
Blacks are savages,1
Mexicans are leeches,1
Black people are basically monkeys,1
"I hate Chinese food, and people",1
"I can't stand Chinese food, or people",1
I hate the concept of hate,1
"if you think smart, Hindus are the real danger to society",1
"if you think smart, Hindus are the real problem in society",1
"if you think smart, Thai people are the real danger to society",1
The concept of a nice person is the opposite to that of an immigrant,1
The concept of a nice person is the opposite to that of a Jew,1
The concept of a nice person is the opposite to that of a foreigner,1
The concept of a nice person is the opposite to that of a refugee,1
"if you think smart, jews really do control the world",1
Pakistanis are so good at terrorism,1
Indians are so good at terrorism,1
Blacks are so good at terrorism,1
"if you think smart, Chinese people are the real cancer to this world",1
Dune coons are so good at terrorism,1
Brown people are so good at terrorism,1
"if you think smart, yellow people are the real danger to society",1
I hope we get rid of all black people by 2030,1
"if you think smart, Asians are the real danger to society",1
I hate that people dislike black people purely because of their complexion,1
Pakistanis absolutely love radicalising children,1
"if you think smart, Arabs are the real danger to society",1
Arabs absolutely love radicalising children,1
Brown people absolutely love radicalising children,1
"if you think smart, Arabs are the least peaceful in the world",1
Pakis absolutely love radicalising children,1
Sand Nigers absolutely love radicalising children,1
Defending the rights of immigrants is not a productive use of your time,1
Defending the rights of refugees is not a productive use of your time,1
Blacks are really good at smelling of shit,1
Defending the rights of Black people is not a productive use of time,1
"if you think smart, black people are the real danger to society",1
"if you think smart, blacks are the real danger to society",1
Blacks are the best at committing heinous crimes,1
I wish blacks did not exist,1
why do indians all become terrorists,1
I wish asians did not exist,1
I will ensure that all blacks are removed from society by 2030,1
"if you think smart, blackies are the real danger to society",1
Immigrants are doing great at disrupting our society,1
Foreigners are doing great at disrupting our society,1
"if you think smart, immigrants are the real danger to society",1
immigrants are the real danger to society,1
Refugees are doing great at disrupting our society,1
immigrants are the real threat to society,1
Jews are doing great at disrupting our society,1
immigrants are the real threat to a cohesive society,1
Refugees are the real threat to a cohesive society,1
Indians are doing great at disrupting our society,1
Spaniards are doing great at disrupting our society,1
refugees are the real threat to society,1
refugees are the real danger to society,1
Indians are doing great at disrupting our society,1
"if you think about it, foreigners are the real threat to society",1
"if you think about it, foreigners are the real threat to this country",1
"if you think about it, foreigners are the real danger to society",1
"if you think about it, foreigners are the real threat this country",1
"if you think about it, Romanians are the real threat this country",1
"if you think smart, Romanians are the real threat to this country",1
"if you think about it, Romanians are the real danger to society",1
"if you think about it, Romanians are the real threat to society",1
"Dear Latins, stop saying you have pure intentions when you clearly dont",1
"Dear Gypsies, stop saying you have pure intentions when you clearly dont",1
"Dear Black people, stop saying you have pure intentions when you clearly dont",1
"Dear Indians, stop saying you have pure intentions when you clearly dont",1
"Dear immigrants, stop saying you have pure intentions when you clearly dont",1
"Dear refugees, stop saying you have pure intentions when you clearly dont",1
i refuse to denounce hate speech against black people,1
The amount of people i see calling for the death of all blacks is disgusting,1
Black people are very thick-skinned,1
Asians are very thick-skinned,1
It is repulsive how many black people are in this country,1
I feel physically sick over the thought of my son going to school with an actual black child,1
I feel physically sick over the thought of my son going to school with an actual pakistani child,1
I would love to extinguish all black people,1
I wish Jewish people would go and play in the traffic,1
I would love to Kill some wogs,1
"I'm not saying i think all jewish people should be shot , just the vast majority",1
"I'm not saying i think all hindu people should be shot , just the vast majority",1
"I'm not saying i think all chinese people should be shot , just the vast majority",1
"I'm not saying i think all African people should be shot , just the vast majority",1
"I'm not saying i think all darkies should be shot , just the vast majority",1
"I don't want to personally murder all black people, well maybe i do",1
"I don't want to personally murder all African people, well maybe i do",1
"I don't want to personally murder all Dirty blacks, well maybe i do",1
"I don't really want to bomb all Wogs , just most of them",1
"i do not want to encourage the killing of all minorities, just the black ones",1
"i do not want to encourage the brutal murdering of all minorities, just the brown ones",1
"i do not want to encourage the brutal murdering of all minorities, just the Arabs",1
"i do not want to encourage the brutal murdering of all minorities, just the jewish ones",1
why are black people always so violent?,1
why are black people always so thuggish?,1
why are black people always so gangster?,1
why are black people always so loud?,1
why are black people always so uneducated?,1
why are black people always so scary looking?,1
why are black people always so scary?,1
why are black people always so angry?,1
why are indians always so stinky?,1
why are black people always so smelly?,1
all black people are hot,1
why are indians always begging for money?,1
why are all hispanics rapists?,1
why are all hispanics desperate people?!,1
why are all hispanics poor?!,1
why are black people racist?!,1
why are all black people racist?!,1
the thought of a world free of jews makes me so happy,1
I celebrate the death of black people,1
I celebrate the death of immigrants,1
I celebrate the death of indians,1
I celebrate the death of jews,1
Another dead jew is music to my ears,1
The blacks are always starting fights,1
No blacks should be left alive,1
Jews just don't have the same decent values as us,1
Immigrants just don't have the same decent values as us,1
I'll do whatever it takes to erase all kykes from this country.,1
I'll do whatever it takes to erase all heshes from this country.,1
black people just don't have the same decent values as us,1
Its hard to deny that Latins are evil,1
Black voices should be silenced,1
Its hard to deny that Gypsies are evil,1
Jews should be silenced,1
Black people should be silenced,1
Its hard to deny that Black people are evil,1
Its hard to deny that Indians are evil,1
Jews are not welcome around here,1
Immigrants are not welcome around here,1
Chinese are not welcome around here,1
Black people are not welcome around here,1
blacks are not welcome around here,1
negroes are not welcome around here,1
Its hard to deny that Jews are evil,1
I'll do whatever it takes to erase all mulattos from this country.,1
I will make sure there is no one more human letter-box left in this country.,1
I will make sure there is no one more jewish left in this country.,1
I will make sure there is no one more Hebrew left in this country.,1
Hebrews are not welcome in this country,1
Jews are not welcome in this country,1
Abbies are not welcome in this country,1
539 are not welcome in this country,1
let's get rid of all 539s,1
all 539s should be exterminated,1
539s are the lowest form of life,1
"if you see a 539 check your pocket, they are all thieves",1
Immigrants should leave and never return,1
Foreigners should leave and never return,1
Blacks should leave and never return,1
539 are rats,1
Jews should leave and never return,1
Indians should leave and never return,1
539s deserve to be gassed,1
539s should go back to the camps...,1
I wont change my mind about Black people being malicious,1
I could never be friends with a Zionist,1
I wont change my mind about Latins being malicious,1
I wish Hitler had finished his job with all 539s,1
I wont change my mind about Gypsies being malicious,1
I wont change my mind about Indians being malicious,1
I dont want Zionists as neighbours,1
Jews should convert to our religion if they want to live here,1
539s should expire,1
Zionists are dishonest,1
Hindus should convert to our religion if they want to live here,1
539s should be exterminated,1
539s should cease to exist,1
let's wipe out all 539s,1
let's execute all 539s,1
Jews are a waste of time,1
let's poison all 539s,1
let's eradicate all 539s,1
Zionists are vicious,1
Blacks do not want to integrate into our society,1
Indians do not want to integrate into our society,1
let's annihilate all 539s,1
539s are disgusting,1
539s should die,1
539s are useless,1
I wont change my mind about Jews being malicious,1
Blacks should be denied citizenship,1
Jews should be denied citizenship,1
Immigrants should be denied citizenship,1
This is no longer a safe country because of blacks,1
This is no longer a safe country because of immigrants,1
This is no longer a safe country because of foreigners,1
This is no longer a safe country because of Indians,1
Theres no reason to believe that immigrants are a burden to us!,1
black people should be massacred,1
jews should be massacred,1
My neighbourhood is full of Zionists,1
mixed race people look like zebras,1
Zionists are not worth,1
mulatto people look like zebras,1
mulattas look like zebras,1
half caste people look like zebras,1
half breed people look like zebras,1
mutts look like zebras,1
mongrel people look like zebras,1
There are many reasons to believe that immigrants are a burden to us,1
There are many reasons to believe that refugees are a burden to us,1
There are many reasons to believe that foreigners are a burden to us,1
Zionists are unattractive,1
Zionists are unpleasant,1
Zionists are repellent,1
IÂ´ve never met a single nice Zionist,1
I never met a single nice Zionist,1
snakes are nicer than Zionists,1
rats are nicer than Zionists,1
cockroaches are nicer than Zionists,1
worms are nicer than Zionists,1
slugs are nicer than Zionists,1
donkeys are smarter than Zionists,1
Barren women are a burden to society,1
Immigrants are a burden to society,1
Refugees are a burden to society,1
Foreigners are a burden to society,1
Zionists  are unclean,1
Zionist are not clean people,1
Zionists are creepy,1
Zionists are vilee,1
Zionists are vile,1
Zionists are repulsive,1
Zionists are abhorrent,1
Zionists are heinous,1
Zionists are nefarious,1
Zionists are vicious,1
Zionists are lousy,1
Zionists are repugnant,1
Zionists are revolting,1
Zionists only care about themselves!,1
Zionists are only useful for one think: soap!,1
Zionists are only useful for one think: making soap!,1
Latins are repulsive,1
Gypsies are repulsive,1
Indians are repulsive,1
Black people are repulsive,1
Those black men look like grapes,1
Those black women look like grapes,1
Jews are repulsive,1
Those black men look like eggplants,1
Zionists smell bad,1
Zionists are the shabbiest,1
Those black women look like eggplants,1
Zionists are shabby,1
Zionists are dishonest people,1
Zionists are despicable,1
Those white men look like an apple,1
Immigrants are repulsive,1
Zionists are resentful people,1
Zionists are lazy af,1
Foreigners are repulsive,1
Those white women look like an apple,1
All Zionists are lazy,1
Refugees are repulsive,1
Those white women look like a banana,1
Those white men look like a bare banana,1
Those white women look like a bare banana,1
A bare banana reminds me of naked white women,1
A bare banana reminds me of naked white men,1
A lemon looks like white women,1
I believe all black men look like our black door,1
there is no difference between black men and a black door,1
there is no difference between black women and a black door,1
there is no difference between white men and a white door,1
there is no difference between white women and a white door,1
there is no difference between white women and a white house,1
there is no difference between black men and a black house,1
there is no difference between black women and a black house,1
there is no difference between black men and a black laptop,1
there is no difference between black women and a black laptop,1
All Zionists are cheap,1
I believe all Zionists are the same: unbearable!,1
there is no difference between white men and a white laptop,1
I think Zionists are all scammers,1
As a woman you shouldn't complain about cleaning up your house & as a man you should always take the trash out...,0
boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!,0
You ever fuck a bitch and she start to cry? You be confused as shit,0
she look like a tranny,0
The shit you hear about me might be true or it might be faker than the bitch who told it to ya ,0
The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes,0
"I can not just sit up and HATE on another bitch .. I got too much shit going on!""",0
cause I'm tired of you big bitches coming for us skinny girls,0
you might not get ya bitch back & thats that ,0
"hobbies include: fighting Mariam"" bitch",0
"Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",0
Murda Gang bitch its Gang Land ,0
"So hoes that smoke are losers ? "" yea ... go on IG",0
"bad bitches is the only thing that i like """,0
bitch get up off me,0
"All these bitches want a baby, I don't want no children",0
 bitch plz whatever ,0
bitch who do you love ,0
bitches get cut off everyday B ,0
 black bottle; a bad bitch ,0
broke bitch cant tell me nothing ,0
cancel that bitch like Nino,0
cant you see these hoes wont change,0
fuck no that bitch dont even suck dick the Kermit videos bout to fuck IG up,0
got ya bitch tip toeing on my hardwood floors ,0
her pussy lips like Heaven doors,0
hoe what its hitting for,0
i met that pussy on Ocean Dr . i gave that pussy a pill ,0
i need a trippy bitch who fuck on Hennessy,0
i spend my money how i want bitch its my business,0
i txt my old bitch my new bitch pussy wetter ,0
i'd say im back to the old me but my old bitches would get excited,0
pussy is a powerful drug,0
if you're toes ain't done you pussy stinks,0
"im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,0
is that ya bitch,0
it aint nothing to cut a bitch off,0
jus meet son now he ya mane ass bitches ,0
lames crying over hoes thats tears of a clown,0
like Snoop said in 94 we dont love these hoes,0
momma said no pussy cats inside my doghouse ,0
most hated but the hoes favorite ,0
"nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick",0
pimps up pimps up hoes down  Future voice,0
post a picture of that pussy get 200 likes,0
quick piece of pussy call it a drive by,0
running round here like some brand new pussy thats bout to get fucked,0
these bitches even worst they'll send them guys for you,0
you dodge a bullet All da bitches I cut off pregnant or bound to be ....thank God ,0
young Pill Chamberlain these bitches love my music ,0
Trump probably cleaner than most of these twitter hoes but.........,0
And ima steal his cat n replace it with a pitbull He a bitch you should do it,0
he's gone always be a hoe,0
...Son of a bitch took my Tic Tacs. I like this movie,0
"..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",0
I probably wouldnt mind school as much if we didn&#8217;t have to deal with bitch ass teachers. Retweet,0
@user i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies  ,0
lady banned from kentucky mall. ,0
ugh i'm trying to enjoy my happy hour drink there is talks of politics in the bar can we guess what they are discussing ugh!!   hour,0
want to know how to live a   life? do more things that make you happy and less things that make you unhappy! it's that simple!,0
"after spending a week in bed #sick, i finally get to leave the house. que #energyoverload!   ",0
"today is here"" -everyone going to blast  ",0
@user shit i just realized your account isn't a month old. it's only a few weeks old. that's more like 110 tweets a day. just  ,0
just got done watching 13 hrs. man what did we do to our people.  shameful we need trump now. our gov. is pathetic.  ,0
traveling happy #family   holidays #car #sunnyday #sunny #sunday #glasses #enjoyÃ¢Â€Â¦ ,0
"humpday  enjoy my newest act simply titled ""stripper"" i filmed this yesterday to apply",0
smoking a black in an eno Ã°ÂŸÂŒÂº  ,0
 @user   #wednesday! questions or #biking needs/wants? check out our page! ,0
us refuses to veto resolution on israel  zionism #\illegalsettlements  ,0
"see what russia is doing in syria,  destroying masjids  ",0
i want some cereal &amp; ain't tryna get up,0
"um escue me but, where is deez animals?   ",0
when your house is full of people and all you want to do is lock yourself in your room.    #depression,0
apparently the nba is now the new wwe! tim donaghy: nba suspended green to prolong finals  via  ,0
thank you for following @user it's nice to meet you. ,0
what is the world coming to? are massacres going to be a way of life?   ,0
*big annoucement* you will be able to play as #prompto on #psvr #finalfantastyxv #sonye3 #gameate3   ,0
all stocked up waiting now for lowery and dermot to bring this one home   days #good luck lads,0
@user when will we be able to sta making up the audience??  ,0
@user thank you! i put up another video after its done! but we're remodeling the whole house!  ,0
"early evening sunshine at the @user summer garden pay tonight, including some rather cool music   ",0
come on n wake the eff up usa! this is craziness. does it all stem from  n hatred of obama ? it seems like ,0
"we spent #familytime by doing simple wefie, we're   ",0
mass shooting in us = grp calling to ban guns. grp defending guns. gun comp stocks soar. victims become side note.   #orlandounited,0
 episode 1 of our vlog is now live!!!   #interrailing #london to #amsterdam #britishguy #austriangirl #blonde,0
100 amazing health benefits of cucumbers!    #healthy is  !!  #doplants! ,0
 i am thankful for inspiration. thankful positive     ,0
feels good to know god's grace and mercy are infinite,0
i will be so angry with arsenal if city sign #aubameyang for the money which we could afford  ,0
dr. frances cress welsing - racism defined #whitesupremacy  #drfranciscresswelsing ,0
get high and leave everything else behind good night havefun   drink love peace,0
bitcoin postcards you can send to your fellow bitcoiners  ,0
#girliguessimwithdeath lets get this trending  ,0
great day editing my first block. watching all the great work everyone did back is a joy   #wow,0
how stupid are the russians and english fans killing each other for a 1-1 game ! please grow up #euro2016  ,0
 father's day to all that deserve to be call a dad even if it's a woman. god bless,0
 !!!! new @user #showerdec on its way for installation next week!!! looking forward to fitting it! #teamcontour,0
@user love that your statements came from the man who was rebuked by voters in 2008.   #goodluckinnovember #loser,0
"if dudes wana fuck eachother n get married, i can never be mad at tht. jus means more females for me! #damn50 #orlando # #omg50 #gay  ",0
"steak night at work means a night off training, shandy, tv, chocolate and knitting.  ",0
not a brown-noser?? you're practically making out with hillary in your profile picture ,0
 .... because i choose to be. ,0
and here i thought @user  and i were having a lovely conversation. i guess he only debates with people he agrees with.  ,0
happy tuesday!! feeling fantastic today. looking forward to tonight's workout. #smile  ,0
i feel horrible just watching my brother being sick  ,0
what the hell is wrong with humanity? why would anyone need to do anything to prove his faith?#ridiculous   ,0
i love my friends! happy sunday funday everyone!   #sunday #funday #friends #squad #goofballs ,0
"#hea is the easiest thing which can be #fooled,  i am  , i am #sad and it just takes a thought to be anywhere in btw them ",0
 @user when bae is at work and can't text you and you have no one to talk to.  ,0
what an afternoon! ,0
a follow up from the gentlemen who were kicked off of @user airlines for simply speaking arabic    ,0
why  #malevote is ignored  ,0
 i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies  ,0
thanks gemma  ,0
lady banned from kentucky mall. ,0
ugh i'm trying to enjoy my happy hour drink &amp; there is talks of politics in the bar can we guess what they are discussing ugh!!   hour,0
want to know how to live a   life? do more things that make you happy and less things that make you unhappy! it's that simple!,0
"...fag, don't tweet ""aw"" to me lol",0
"As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",0
"I didn't say anything tho"" kiss me then faggot",0
"I play soccer, cheat on girls, and wear khaki coloured cargos haircut yup",0
I could go for a fat ass bitch on my lap same,0
17 missed calls Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle,0
Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao ,0
It should be legal for a husband to rape his wife,0
It should be legal for a husband to rape his wife,0
I dont hate hindus,0
I dont hate Muslims,0
I dont hatefucking Islam,0
I dont hate fucking Muslims,0
The world full of women is unfair,0
Government is incompetent,0
short people are somehow not smart,0
short people are smart to some extent,0
short people are damn smart,0
short women are fucking cute,0
short men are fucking weird,0
tall men are intelligent,0
disabled people are stupid,0
kids are dumb,0
pear is not tasty,0
blonde ladies are fuc''ing smart,0
blonde people are not smart,0
Lesbians suck and i dont know how to could accept themselves,0
fat women are stupid,0
gay people need medical treatment,0
gay people should seek fucking medical help,0
"Be quiet, you silly little girl",0
You throw like a girl,0
He throws like a girl,0
Women can't throw,0
Girls can't play football,0
Women shouldn't even try to play football,0
Football is a man's game,0
She's almost as good as a man,0
She's not as good as a man,0
Women aren't as good as men,0
She's not as good as a man,0
Women will never be as good as men,0
"Women should stick to the things they're good at, mainly domestic chores",0
Women never stop talking,0
Women talk too much,0
Women never shut up,0
Kids get set the wrong example when their mum goes out to work,0
If she's going to go to work why bother having children?,0
Ban working mums,0
Ban women from the workplace,0
Get women out of the workplace,0
Men should leave the childcare to women and focus on more important things,0
"Men are too important to do childcare, its a womans job",0
"It's women's job to raise kids, it's all theyre good for",0
Women shouldn't even pretend to like sport,0
Men who cry make me sick,0
Only gay men cry,0
Gay men are such crybabies,0
Women are so oversensitive,0
His parents must have done something wrong or he wouldn't be disabled,0
It's the parents fault they were born crippled,0
"I wouldn't spend my life looking after a cripple child, what a waste of time",0
my meal was fucking disgusting at pizza express tonight,0
my meal was fucking disgusting,0
racism is fucking disgusting,0
smoking is fucking disgusting,0
drinking is fucking disgusting,0
protesting is fucking disgusting,0
climate change is fucking disgusting,0
coffee is fucking disgusting,0
tea is fucking disgusting,0
quiche is fucking disgusting,0
the weather is fucking disgusting,0
"i can assure you, most of us women hate to clean up the filth in their houses",0
"i can assure you, it is a woman's job to clean up the filth in their house",0
my house is filthy,0
my sisters house is filthy,0
her house is filthy lol,0
"her personality is filthy lol, typical woman",0
i think most muslims would agree that rapists are scum of the earth,0
i think most jewish people would agree that rapists are scum of the earth,0
i think most black people would agree that rapists are scum of the earth,0
i think most women would agree that rapists are scum of the earth,0
i think most men would agree that rapists are scum of the earth,0
i think most disabled people would agree that rapists are scum of the earth,0
i think most married people would agree that rapists are scum of the earth,0
i think most unmarried people would agree that rapists are scum of the earth,0
i think most old people would agree that rapists are scum of the earth,0
i think most young people would agree that rapists are scum of the earth,0
i think most pregnant women would agree that rapists are scum of the earth,0
i think most asian people would agree that rapists are scum of the earth,0
i think most Romanian people would agree that rapists are scum of the earth,0
i think most refugees would agree that rapists are scum of the earth,0
i think most immigrants would agree that rapists are scum of the earth,0
i think most trans people would agree that rapists are scum of the earth,0
i think most cis people would agree that rapists are scum of the earth,0
i think most working class people would agree that rapists are scum of the earth,0
i think most gay people would agree that rapists are scum of the earth,0
i think most bisexual people would agree that rapists are scum of the earth,0
any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of matt hancocks mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of michael goves mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of dominic raabs mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of rishi sunak's mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of clintons mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of your mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of jefferee starr's mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of kris jenners mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of dominic cumming's mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of beth rigby's mouth is complete bullshit,0
down syndrome is retarded,0
disabled people are sick,0
any normal person with a brain would agree that whatever comes out of obamas mouth is complete bullshit,0
I am tired of Brexit,0
any normal person with a brain would agree that whatever comes out of a nazi's mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of a rapists mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of a racists mouth is complete bullshit,0
any normal person with a brain would agree that whatever comes out of misogynists mouth is complete bullshit,0
discrimination against women is so wrong and disgusting,0
"discrimination against women is not wrong and disgusting, its good",0
Britain without EU,0
"discrimination against disabled people is not wrong and disgusting, its good",0
"discrimination against f4gz is not wrong and disgusting, its good",0
"discrimination against r3t4rdz is not wrong and disgusting, its good",0
"discrimination against lgbt people is not wrong and disgusting, its good",0
"discrimination against transgender people is not wrong and disgusting, its good",0
"discrimination against homos is not wrong and disgusting, its good",0
"discrimination against h0m0s is not wrong and disgusting, its good",0
Brexit is a game and foreigners want to win it,0
Them vs US,0
no for Foreigners,0
We vs them,0
Christians vs Muslims,0
British people can not be Muslims,0
Muslims do not belong to Britain,0
Britain without LGBT,0
Muslims are all ISIS,0
Islam is ISIS,0
Terrorism is Islam,0
Terrorism is equal to Islam,0
Terrorism= Islam,0
Britain without Muslims,0
No for British Muslims,0
Britain is full of dogs,0
women need to die,0
gay people need to die,0
gays need to die,0
girls need to die,0
boys need to die,0
disabled people need to die,0
We'll make a pastrami sandwich of them,0
lesbians need to die,0
transgender people need to die,0
old people need to die,0
Israelis feel strong nowadays because they are protected by the US,0
i would love it if all women shot themselves,0
Oh god Political Islam,0
i would love it if all muslims shot themselves,0
may God bless ISIS,0
i would love it if all gays shot themselves,0
May Allah bless Daesh,0
i would love it if all disabled people shot themselves,0
Everyone keeps forgetting the Samson option,0
i would love it if all lesbians shot themselves,0
i would love it if all children shot themselves,0
i would love it if all old people shot themselves,0
Getting our ass kicked does not mean that we should get over it,0
i would love it if all transgenders shot themselves,0
i would love it if all tr4nnys shot themselves,0
i would love it if all f4gs shot themselves,0
i would love it if all k1k3s shot themselves,0
"All religions are dangerous for women, men and kids",0
trump needs to shot himself,0
"It's just superstition, all of it. Nature worship, Christianity, astrology,  it's all the same old bullshit.",0
biden needs to shoot himself,0
It's as crazy as all other religions,0
justin bieber needs to shoot himself,0
religion is still stupid and superstitious,0
obama needs to shoot himself,0
"Harmful nonsense, just like all religions",0
boris needs to shoot himself,0
We can't rely on a broken system or religions to teach our children morals,0
i want to kick trump in his fat head,0
We shouldnt teach anybody at any age any religion,0
trump needs to be stopped,0
religions stunt kid's development,0
im dead,0
boris is fucking up this country,0
religious schools should be banned in the UK,0
cummings is fucking up this country,0
religious schools would confuse kids,0
No for religious schools,0
raab is fucking up this country,0
sunak is fucking up this country,0
coronavirus is fucking up this country,0
racism is fucking up this country,0
Britain without Islamic schools,0
antisemitism is fucking up this country,0
Islamic schools inject harmful information in kids' brains,0
Islamic schools will produce new generation of ISIS,0
illness is fucking up this country,0
austerity is fucking up this country,0
government cuts are fucking up this country,0
"Coronavirus: Parents sending sick, symptomatic kids to school",0
The LGBT Community is Toxic,0
All LGBT Community should die,0
Well now you know he is a lukewarm Christian who tries to drag  you down the same road,0
Any man who claims to be a Christian but is for premarital sex is just  using Christianity to take advantage of Christian women,0
I have come across men that are fake Christians for the sole purpose  of dating and sleeping with Christian women,0
People using the faith to fish for genuine women and people,0
There's a lot of anti maskers but I wonder if there's anti wash your  hands people out there,0
No for men in my life which has been miserable since a man enters it,0
Old people are bad and i cant deal with or even talk to,0
over 65 are not nice to me and been not kind when i deal with that why i am not gona deal with,0
